site,plot,su,sub,treat,rip,fence,Transdepth,comb2,comb2.short,comb3,comb3.short,sum1m2,TST,longevity,native,woody
ForSW,DUOC,ForSW.DUOC.b4,b4,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0,2,perennial,native,yes
ForSW,DUOC,ForSW.DUOC.c2,c2,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0,2,perennial,native,yes
ForSW,DUOC,ForSW.DUOC.c3,c3,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0,2,perennial,native,yes
ForSW,DUOC,ForSW.DUOC.c4,c4,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0,2,perennial,native,yes
ForSW,SRFC,ForSW.SRFC.a2,a2,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSW,SRFC,ForSW.SRFC.a3,a3,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSW,SRFC,ForSW.SRFC.a4,a4,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSW,SRFC,ForSW.SRFC.b2,b2,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSW,SRFC,ForSW.SRFC.b3,b3,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSW,SRFC,ForSW.SRFC.b4,b4,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSW,SRFC,ForSW.SRFC.c3,c3,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSW,SRFC,ForSW.SRFC.c4,c4,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSW,SROC,ForSW.SROC.a1,a1,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForSW,SROC,ForSW.SROC.a2,a2,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForSW,SROC,ForSW.SROC.a4,a4,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForSW,SROC,ForSW.SROC.a5,a5,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForSW,SROC,ForSW.SROC.a6,a6,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForSW,SROC,ForSW.SROC.a7,a7,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForSW,SROC,ForSW.SROC.b1,b1,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForSW,SROC,ForSW.SROC.b2,b2,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForSW,SROC,ForSW.SROC.b3,b3,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForSW,SROC,ForSW.SROC.b4,b4,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForSW,SUFC,ForSW.SUFC.a1,a1,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSW,SUFC,ForSW.SUFC.a2,a2,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSW,SUFC,ForSW.SUFC.a3,a3,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSW,SUFC,ForSW.SUFC.a4,a4,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSW,SUFC,ForSW.SUFC.b1,b1,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSW,SUFC,ForSW.SUFC.b2,b2,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSW,SUFC,ForSW.SUFC.b3,b3,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSW,SUFC,ForSW.SUFC.b4,b4,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSW,SUFC,ForSW.SUFC.c1,c1,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSW,SUFC,ForSW.SUFC.c3,c3,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSW,SUFC,ForSW.SUFC.c4,c4,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSW,SUOC,ForSW.SUOC.a4,a4,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForSW,SUOC,ForSW.SUOC.b4,b4,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForSW,SUOC,ForSW.SUOC.c2,c2,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForSW,SUOC,ForSW.SUOC.c4,c4,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForNW,SUFT,ForNW.SUFT.c2,c2,heat,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForNW,SUFT,ForNW.SUFT.c3,c3,heat,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForNW,SUFT,ForNW.SUFT.c4,c4,heat,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForNW,SUFT,ForNW.SUFT.c5,c5,heat,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,DUFT,ForSE.DUFT.a3,a3,heat,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSE,DUFT,ForSE.DUFT.b3,b3,heat,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSE,DUFT,ForSE.DUFT.c3,c3,heat,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSE,DUFT,ForSE.DUFT.d3,d3,heat,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,DUFT,ForSW.DUFT.c1,c1,heat,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,DUFT,ForSW.DUFT.c2,c2,heat,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,DUFT,ForSW.DUFT.c3,c3,heat,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,DUFT,ForSW.DUFT.c4,c4,heat,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
AnkE,DRFT,AnkE.DRFT.b2,b2,herbicide,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
AnkE,SRFT,AnkE.SRFT.b1,b1,herbicide,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkE,SRFT,AnkE.SRFT.b2,b2,herbicide,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkE,SUFT,AnkE.SUFT.b1,b1,herbicide,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
AnkM,SRFT,AnkM.SRFT.b1,b1,herbicide,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkM,SRFT,AnkM.SRFT.b2,b2,herbicide,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkW,DRFT,AnkW.DRFT.b1,b1,herbicide,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
AnkW,DRFT,AnkW.DRFT.b2,b2,herbicide,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
AnkW,SRFT,AnkW.SRFT.b1,b1,herbicide,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkW,SRFT,AnkW.SRFT.b2,b2,herbicide,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForNW,DRFT,ForNW.DRFT.b2,b2,herbicide,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForNW,DUFT,ForNW.DUFT.b1,b1,herbicide,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForNW,DUFT,ForNW.DUFT.b2,b2,herbicide,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForNW,SRFT,ForNW.SRFT.b1,b1,herbicide,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForNW,SRFT,ForNW.SRFT.b2,b2,herbicide,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForNW,SUFT,ForNW.SUFT.a1,a1,herbicide,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForNW,SUFT,ForNW.SUFT.a2,a2,herbicide,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,DRFT,ForSE.DRFT.e1,e1,herbicide,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSE,DRFT,ForSE.DRFT.f1,f1,herbicide,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSE,DUFT,ForSE.DUFT.e1,e1,herbicide,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSE,SRFT,ForSE.SRFT.b1,b1,herbicide,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SRFT,ForSE.SRFT.b2,b2,herbicide,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SUFT,ForSE.SUFT.b1,b1,herbicide,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,SUFT,ForSE.SUFT.b2,b2,herbicide,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSW,DRFT,ForSW.DRFT.b1,b1,herbicide,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSW,DUFT,ForSW.DUFT.b1,b1,herbicide,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,DUFT,ForSW.DUFT.b2,b2,herbicide,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,SRFT,ForSW.SRFT.b1,b1,herbicide,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSW,SRFT,ForSW.SRFT.b2,b2,herbicide,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSW,SUFT,ForSW.SUFT.b1,b1,herbicide,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
AnkE,DRFT,AnkE.DRFT.b3,b3,plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
AnkE,DRFT,AnkE.DRFT.b4,b4,plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
AnkE,SRFT,AnkE.SRFT.b3,b3,plastic,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkE,SRFT,AnkE.SRFT.b4,b4,plastic,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkM,DRFT,AnkM.DRFT.b3,b3,plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
AnkM,SRFT,AnkM.SRFT.b3,b3,plastic,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkM,SRFT,AnkM.SRFT.b4,b4,plastic,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkW,DRFT,AnkW.DRFT.b3,b3,plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
AnkW,DUFT,AnkW.DUFT.b3,b3,plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
AnkW,SRFT,AnkW.SRFT.b3,b3,plastic,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkW,SRFT,AnkW.SRFT.b4,b4,plastic,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkW,SUFT,AnkW.SUFT.b3,b3,plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForNW,DRFT,ForNW.DRFT.b4,b4,plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForNW,DUFT,ForNW.DUFT.b3,b3,plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForNW,DUFT,ForNW.DUFT.b4,b4,plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForNW,SRFT,ForNW.SRFT.b3,b3,plastic,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForNW,SRFT,ForNW.SRFT.b4,b4,plastic,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForNW,SUFT,ForNW.SUFT.b1,b1,plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,DRFT,ForSE.DRFT.e2,e2,plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSE,DRFT,ForSE.DRFT.e3,e3,plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSE,SRFT,ForSE.SRFT.b3,b3,plastic,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SRFT,ForSE.SRFT.b4,b4,plastic,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SUFT,ForSE.SUFT.b3,b3,plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,SUFT,ForSE.SUFT.b4,b4,plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSW,DRFT,ForSW.DRFT.b3,b3,plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSW,DRFT,ForSW.DRFT.b4,b4,plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSW,DUFT,ForSW.DUFT.b3,b3,plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,DUFT,ForSW.DUFT.b4,b4,plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,SUFT,ForSW.SUFT.b3,b3,plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSW,SUFT,ForSW.SUFT.b4,b4,plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSW,DUFT,ForSW.DUFT.d2,d2,shade,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,DUFT,ForSW.DUFT.d3,d3,shade,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,SRFT,ForSW.SRFT.d1,d1,shade,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSW,SRFT,ForSW.SRFT.d2,d2,shade,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSW,SRFT,ForSW.SRFT.d3,d3,shade,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkE,DRFT,AnkE.DRFT.d1,d1,shade.semi,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
AnkE,DRFT,AnkE.DRFT.d2,d2,shade.semi,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
AnkE,DRFT,AnkE.DRFT.d3,d3,shade.semi,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
AnkE,DUFT,AnkE.DUFT.d3,d3,shade.semi,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
AnkE,DUFT,AnkE.DUFT.d4,d4,shade.semi,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
AnkE,SRFT,AnkE.SRFT.d3,d3,shade.semi,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkE,SUFT,AnkE.SUFT.d1,d1,shade.semi,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
AnkE,SUFT,AnkE.SUFT.d3,d3,shade.semi,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
AnkE,SUFT,AnkE.SUFT.d4,d4,shade.semi,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
AnkW,DRFT,AnkW.DRFT.d3,d3,shade.semi,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
AnkW,DRFT,AnkW.DRFT.d4,d4,shade.semi,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
AnkW,SRFT,AnkW.SRFT.d1,d1,shade.semi,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkW,SRFT,AnkW.SRFT.d2,d2,shade.semi,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkW,SRFT,AnkW.SRFT.d3,d3,shade.semi,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkW,SRFT,AnkW.SRFT.d4,d4,shade.semi,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkW,SUFT,AnkW.SUFT.d4,d4,shade.semi,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
AnkE,DRFT,AnkE.DRFT.a3,a3,smoke,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
AnkE,DRFT,AnkE.DRFT.a4,a4,smoke,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
AnkE,SRFT,AnkE.SRFT.a4,a4,smoke,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkE,SUFT,AnkE.SUFT.a3,a3,smoke,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
AnkM,DRFT,AnkM.DRFT.a3,a3,smoke,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
AnkM,SRFT,AnkM.SRFT.a3,a3,smoke,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkM,SRFT,AnkM.SRFT.a4,a4,smoke,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkW,DRFT,AnkW.DRFT.a3,a3,smoke,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
AnkW,DUFT,AnkW.DUFT.a4,a4,smoke,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
AnkW,SRFT,AnkW.SRFT.a3,a3,smoke,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkW,SRFT,AnkW.SRFT.a4,a4,smoke,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkW,SUFT,AnkW.SUFT.a3,a3,smoke,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForNW,DRFT,ForNW.DRFT.a3,a3,smoke,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForNW,DRFT,ForNW.DRFT.a4,a4,smoke,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForNW,DUFT,ForNW.DUFT.a3,a3,smoke,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForNW,DUFT,ForNW.DUFT.a4,a4,smoke,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForNW,SRFT,ForNW.SRFT.a3,a3,smoke,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForNW,SRFT,ForNW.SRFT.a4,a4,smoke,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForNW,SUFT,ForNW.SUFT.b4,b4,smoke,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForNW,SUFT,ForNW.SUFT.b5,b5,smoke,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,DRFT,ForSE.DRFT.a2,a2,smoke,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSE,DRFT,ForSE.DRFT.b2,b2,smoke,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSE,DUFT,ForSE.DUFT.a2,a2,smoke,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSE,DUFT,ForSE.DUFT.b2,b2,smoke,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSE,SRFT,ForSE.SRFT.a3,a3,smoke,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SUFT,ForSE.SUFT.a3,a3,smoke,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,SUFT,ForSE.SUFT.a4,a4,smoke,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSW,DUFT,ForSW.DUFT.a3,a3,smoke,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,DUFT,ForSW.DUFT.a4,a4,smoke,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,SRFT,ForSW.SRFT.a3,a3,smoke,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSW,SUFT,ForSW.SUFT.a3,a3,smoke,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSW,SUFT,ForSW.SUFT.a4,a4,smoke,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
AnkE,DRFT,AnkE.DRFT.a1,a1,smoke.plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
AnkE,SRFT,AnkE.SRFT.a1,a1,smoke.plastic,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkE,SRFT,AnkE.SRFT.a2,a2,smoke.plastic,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkE,SUFT,AnkE.SUFT.a1,a1,smoke.plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
AnkM,DRFT,AnkM.DRFT.a1,a1,smoke.plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
AnkM,SRFT,AnkM.SRFT.a1,a1,smoke.plastic,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkM,SUFT,AnkM.SUFT.a2,a2,smoke.plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
AnkW,DRFT,AnkW.DRFT.a1,a1,smoke.plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
AnkW,DRFT,AnkW.DRFT.a2,a2,smoke.plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
AnkW,SRFT,AnkW.SRFT.a1,a1,smoke.plastic,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
AnkW,SRFT,AnkW.SRFT.a2,a2,smoke.plastic,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
