site,plot,su,sub,treat,rip,fence,Transdepth,comb2,comb2.short,comb3,comb3.short,sum1m2,TST,longevity,native,woody
AnkE,DRFC,AnkE.DRFC.a4,a4,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
AnkE,DRFC,AnkE.DRFC.b4,b4,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.5,2,perennial,native,yes
AnkE,DRFC,AnkE.DRFC.c3,c3,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
AnkE,DRFC,AnkE.DRFC.c4,c4,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
AnkE,DRFT,AnkE.DRFT.a2,a2,smoke.plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
AnkE,DRFT,AnkE.DRFT.b1,b1,herbicide,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
AnkE,DRFT,AnkE.DRFT.d4,d4,shade.semi,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
AnkE,DROC,AnkE.DROC.a5,a5,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0.25,2,perennial,native,yes
AnkE,DROC,AnkE.DROC.a6,a6,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0.25,2,perennial,native,yes
AnkE,DUFC,AnkE.DUFC.a1,a1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.5,2,perennial,native,yes
AnkE,DUFC,AnkE.DUFC.a2,a2,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.5,2,perennial,native,yes
AnkE,DUFC,AnkE.DUFC.a4,a4,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.25,2,perennial,native,yes
AnkE,DUFC,AnkE.DUFC.b1,b1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,1,2,perennial,native,yes
AnkE,DUFC,AnkE.DUFC.b2,b2,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.25,2,perennial,native,yes
AnkE,DUFC,AnkE.DUFC.b3,b3,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.25,2,perennial,native,yes
AnkE,DUFC,AnkE.DUFC.b4,b4,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.5,2,perennial,native,yes
AnkE,DUFC,AnkE.DUFC.c1,c1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,2,2,perennial,native,yes
AnkE,DUFC,AnkE.DUFC.c2,c2,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.5,2,perennial,native,yes
AnkE,DUFT,AnkE.DUFT.a1,a1,smoke.plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,1.5,2,perennial,native,yes
AnkE,DUFT,AnkE.DUFT.a2,a2,smoke.plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,2.5,2,perennial,native,yes
AnkE,DUFT,AnkE.DUFT.a3,a3,smoke,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,2.75,2,perennial,native,yes
AnkE,DUFT,AnkE.DUFT.a4,a4,smoke,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.5,2,perennial,native,yes
AnkE,DUFT,AnkE.DUFT.b1,b1,herbicide,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.25,2,perennial,native,yes
AnkE,DUFT,AnkE.DUFT.b2,b2,herbicide,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,4,2,perennial,native,yes
AnkE,DUFT,AnkE.DUFT.b3,b3,plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,1.75,2,perennial,native,yes
AnkE,DUFT,AnkE.DUFT.b4,b4,plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.5,2,perennial,native,yes
AnkE,DUFT,AnkE.DUFT.c1,c1,heat,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,2.5,2,perennial,native,yes
AnkE,DUFT,AnkE.DUFT.c2,c2,heat,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.75,2,perennial,native,yes
AnkE,DUFT,AnkE.DUFT.c3,c3,heat,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,2,2,perennial,native,yes
AnkE,DUFT,AnkE.DUFT.c4,c4,heat,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,3.25,2,perennial,native,yes
AnkE,DUFT,AnkE.DUFT.d1,d1,shade.semi,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,3,2,perennial,native,yes
AnkE,DUFT,AnkE.DUFT.d2,d2,shade.semi,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.5,2,perennial,native,yes
AnkE,DUOC,AnkE.DUOC.a4,a4,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0.25,2,perennial,native,yes
AnkE,DUOC,AnkE.DUOC.a6,a6,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0.25,2,perennial,native,yes
AnkE,SRFT,AnkE.SRFT.a3,a3,smoke,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0.5,2,perennial,native,yes
AnkE,SRFT,AnkE.SRFT.d1,d1,shade.semi,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0.25,2,perennial,native,yes
AnkE,SRFT,AnkE.SRFT.d2,d2,shade.semi,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0.25,2,perennial,native,yes
AnkE,SRFT,AnkE.SRFT.d4,d4,shade.semi,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0.75,2,perennial,native,yes
AnkE,SROC,AnkE.SROC.a1,a1,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0.25,2,perennial,native,yes
AnkE,SROC,AnkE.SROC.a3,a3,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0.25,2,perennial,native,yes
AnkE,SROC,AnkE.SROC.a5,a5,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0.25,2,perennial,native,yes
AnkE,SROC,AnkE.SROC.a6,a6,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0.25,2,perennial,native,yes
AnkE,SUFC,AnkE.SUFC.a3,a3,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.25,2,perennial,native,yes
AnkE,SUFC,AnkE.SUFC.b1,b1,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.5,2,perennial,native,yes
AnkE,SUFC,AnkE.SUFC.c1,c1,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.25,2,perennial,native,yes
AnkE,SUFC,AnkE.SUFC.c3,c3,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.25,2,perennial,native,yes
AnkE,SUFC,AnkE.SUFC.c4,c4,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.25,2,perennial,native,yes
AnkE,SUFT,AnkE.SUFT.a2,a2,smoke.plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.25,2,perennial,native,yes
AnkE,SUFT,AnkE.SUFT.a4,a4,smoke,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.5,2,perennial,native,yes
AnkE,SUFT,AnkE.SUFT.b2,b2,herbicide,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.25,2,perennial,native,yes
AnkE,SUFT,AnkE.SUFT.b3,b3,plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.25,2,perennial,native,yes
AnkE,SUFT,AnkE.SUFT.b4,b4,plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.5,2,perennial,native,yes
AnkE,SUFT,AnkE.SUFT.d2,d2,shade.semi,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.25,2,perennial,native,yes
AnkM,DRFC,AnkM.DRFC.a4,a4,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
AnkM,DRFC,AnkM.DRFC.b1,b1,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.5,2,perennial,native,yes
AnkM,DRFT,AnkM.DRFT.a2,a2,smoke.plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
AnkM,DRFT,AnkM.DRFT.a4,a4,smoke,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
AnkM,DRFT,AnkM.DRFT.b1,b1,herbicide,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,1,2,perennial,native,yes
AnkM,DRFT,AnkM.DRFT.b2,b2,herbicide,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
AnkM,DRFT,AnkM.DRFT.b4,b4,plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
AnkM,DRFT,AnkM.DRFT.d1,d1,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
AnkM,DRFT,AnkM.DRFT.d3,d3,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.5,2,perennial,native,yes
AnkM,DRFT,AnkM.DRFT.d4,d4,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
AnkM,DROC,AnkM.DROC.a3,a3,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0.25,2,perennial,native,yes
AnkM,DROC,AnkM.DROC.a6,a6,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0.25,2,perennial,native,yes
AnkM,DROC,AnkM.DROC.b3,b3,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0.25,2,perennial,native,yes
AnkM,DROC,AnkM.DROC.b4,b4,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0.5,2,perennial,native,yes
AnkM,DUFC,AnkM.DUFC.a1,a1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.75,2,perennial,native,yes
AnkM,DUFC,AnkM.DUFC.a2,a2,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,2.25,2,perennial,native,yes
AnkM,DUFC,AnkM.DUFC.a3,a3,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.5,2,perennial,native,yes
AnkM,DUFC,AnkM.DUFC.a4,a4,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.25,2,perennial,native,yes
AnkM,DUFC,AnkM.DUFC.b1,b1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,2.75,2,perennial,native,yes
AnkM,DUFC,AnkM.DUFC.b2,b2,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,3.5,2,perennial,native,yes
AnkM,DUFC,AnkM.DUFC.b3,b3,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,1,2,perennial,native,yes
AnkM,DUFC,AnkM.DUFC.b4,b4,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,2,2,perennial,native,yes
AnkM,DUFT,AnkM.DUFT.a1,a1,smoke.plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,6,2,perennial,native,yes
AnkM,DUFT,AnkM.DUFT.a2,a2,smoke.plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,6,2,perennial,native,yes
AnkM,DUFT,AnkM.DUFT.a3,a3,smoke,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,4.5,2,perennial,native,yes
AnkM,DUFT,AnkM.DUFT.a4,a4,smoke,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,2.25,2,perennial,native,yes
AnkM,DUFT,AnkM.DUFT.b1,b1,herbicide,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,2.75,2,perennial,native,yes
AnkM,DUFT,AnkM.DUFT.b2,b2,herbicide,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,2.25,2,perennial,native,yes
AnkM,DUFT,AnkM.DUFT.b3,b3,plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.25,2,perennial,native,yes
AnkM,DUFT,AnkM.DUFT.b4,b4,plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.75,2,perennial,native,yes
AnkM,DUFT,AnkM.DUFT.c1,c1,heat,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,2.75,2,perennial,native,yes
AnkM,DUFT,AnkM.DUFT.c2,c2,heat,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,5.25,2,perennial,native,yes
AnkM,DUFT,AnkM.DUFT.c3,c3,heat,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,2.5,2,perennial,native,yes
AnkM,DUFT,AnkM.DUFT.c4,c4,heat,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,1.25,2,perennial,native,yes
AnkM,DUFT,AnkM.DUFT.d1,d1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,1.25,2,perennial,native,yes
AnkM,DUFT,AnkM.DUFT.d2,d2,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,1.5,2,perennial,native,yes
AnkM,DUFT,AnkM.DUFT.d4,d4,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.25,2,perennial,native,yes
AnkM,DUOC,AnkM.DUOC.a1,a1,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0.25,2,perennial,native,yes
AnkM,SRFT,AnkM.SRFT.a2,a2,smoke.plastic,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0.25,2,perennial,native,yes
AnkM,SUFC,AnkM.SUFC.a2,a2,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.25,2,perennial,native,yes
AnkM,SUFC,AnkM.SUFC.b1,b1,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,1,2,perennial,native,yes
AnkM,SUFC,AnkM.SUFC.b2,b2,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.5,2,perennial,native,yes
AnkM,SUFC,AnkM.SUFC.b3,b3,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.5,2,perennial,native,yes
AnkM,SUFC,AnkM.SUFC.b4,b4,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,1,2,perennial,native,yes
AnkM,SUFT,AnkM.SUFT.a1,a1,smoke.plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.5,2,perennial,native,yes
AnkM,SUFT,AnkM.SUFT.a3,a3,smoke,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.5,2,perennial,native,yes
AnkM,SUFT,AnkM.SUFT.a4,a4,smoke,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.25,2,perennial,native,yes
AnkM,SUFT,AnkM.SUFT.b1,b1,herbicide,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.25,2,perennial,native,yes
AnkM,SUFT,AnkM.SUFT.b2,b2,herbicide,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.5,2,perennial,native,yes
AnkM,SUFT,AnkM.SUFT.b3,b3,plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.25,2,perennial,native,yes
AnkM,SUFT,AnkM.SUFT.b4,b4,plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.25,2,perennial,native,yes
AnkM,SUFT,AnkM.SUFT.d3,d3,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,1.5,2,perennial,native,yes
AnkM,SUOC,AnkM.SUOC.a3,a3,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0.25,2,perennial,native,yes
AnkM,SUOC,AnkM.SUOC.b2,b2,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0.25,2,perennial,native,yes
AnkM,SUOC,AnkM.SUOC.b3,b3,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0.25,2,perennial,native,yes
AnkW,DRFC,AnkW.DRFC.c4,c4,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
AnkW,DRFT,AnkW.DRFT.a4,a4,smoke,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.5,2,perennial,native,yes
AnkW,DRFT,AnkW.DRFT.b4,b4,plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
AnkW,DRFT,AnkW.DRFT.d1,d1,shade.semi,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
AnkW,DRFT,AnkW.DRFT.d2,d2,shade.semi,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
AnkW,DROC,AnkW.DROC.a1,a1,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0.25,2,perennial,native,yes
AnkW,DROC,AnkW.DROC.a3,a3,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,1.25,2,perennial,native,yes
AnkW,DROC,AnkW.DROC.b2,b2,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0.5,2,perennial,native,yes
AnkW,DUFC,AnkW.DUFC.a1,a1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,1,2,perennial,native,yes
AnkW,DUFC,AnkW.DUFC.a2,a2,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,1.5,2,perennial,native,yes
AnkW,DUFC,AnkW.DUFC.a3,a3,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,3,2,perennial,native,yes
AnkW,DUFC,AnkW.DUFC.a4,a4,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.25,2,perennial,native,yes
AnkW,DUFC,AnkW.DUFC.b1,b1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,1.25,2,perennial,native,yes
AnkW,DUFC,AnkW.DUFC.b2,b2,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.75,2,perennial,native,yes
AnkW,DUFC,AnkW.DUFC.b3,b3,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,1.25,2,perennial,native,yes
AnkW,DUFC,AnkW.DUFC.b4,b4,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.25,2,perennial,native,yes
AnkW,DUFC,AnkW.DUFC.c1,c1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.75,2,perennial,native,yes
AnkW,DUFC,AnkW.DUFC.c2,c2,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,1,2,perennial,native,yes
AnkW,DUFC,AnkW.DUFC.c3,c3,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.25,2,perennial,native,yes
AnkW,DUFT,AnkW.DUFT.a1,a1,smoke.plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.5,2,perennial,native,yes
AnkW,DUFT,AnkW.DUFT.a2,a2,smoke.plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.25,2,perennial,native,yes
AnkW,DUFT,AnkW.DUFT.a3,a3,smoke,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.5,2,perennial,native,yes
AnkW,DUFT,AnkW.DUFT.b1,b1,herbicide,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.75,2,perennial,native,yes
AnkW,DUFT,AnkW.DUFT.b2,b2,herbicide,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.5,2,perennial,native,yes
AnkW,DUFT,AnkW.DUFT.b4,b4,plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.25,2,perennial,native,yes
AnkW,DUFT,AnkW.DUFT.c1,c1,heat,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,1.5,2,perennial,native,yes
AnkW,DUFT,AnkW.DUFT.c2,c2,heat,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,1.5,2,perennial,native,yes
AnkW,DUFT,AnkW.DUFT.c3,c3,heat,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0.5,2,perennial,native,yes
AnkW,DUFT,AnkW.DUFT.c4,c4,heat,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,2,2,perennial,native,yes
AnkW,DUFT,AnkW.DUFT.d1,d1,shade.semi,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,1,2,perennial,native,yes
AnkW,DUFT,AnkW.DUFT.d2,d2,shade.semi,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,1,2,perennial,native,yes
AnkW,DUFT,AnkW.DUFT.d3,d3,shade.semi,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,1.5,2,perennial,native,yes
AnkW,DUFT,AnkW.DUFT.d4,d4,shade.semi,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,1,2,perennial,native,yes
AnkW,DUOC,AnkW.DUOC.a1,a1,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0.25,2,perennial,native,yes
AnkW,DUOC,AnkW.DUOC.a2,a2,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0.25,2,perennial,native,yes
AnkW,DUOC,AnkW.DUOC.a3,a3,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0.25,2,perennial,native,yes
AnkW,DUOC,AnkW.DUOC.b1,b1,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0.5,2,perennial,native,yes
AnkW,DUOC,AnkW.DUOC.b3,b3,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0.5,2,perennial,native,yes
AnkW,DUOC,AnkW.DUOC.b4,b4,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0.25,2,perennial,native,yes
AnkW,SRFC,AnkW.SRFC.a1,a1,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0.25,2,perennial,native,yes
AnkW,SUFC,AnkW.SUFC.a1,a1,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.75,2,perennial,native,yes
AnkW,SUFC,AnkW.SUFC.a2,a2,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.75,2,perennial,native,yes
AnkW,SUFC,AnkW.SUFC.a3,a3,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.25,2,perennial,native,yes
AnkW,SUFC,AnkW.SUFC.a4,a4,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,1,2,perennial,native,yes
AnkW,SUFC,AnkW.SUFC.b1,b1,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.75,2,perennial,native,yes
AnkW,SUFC,AnkW.SUFC.b2,b2,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.25,2,perennial,native,yes
AnkW,SUFC,AnkW.SUFC.c2,c2,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.5,2,perennial,native,yes
AnkW,SUFT,AnkW.SUFT.a1,a1,smoke.plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.75,2,perennial,native,yes
AnkW,SUFT,AnkW.SUFT.a2,a2,smoke.plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,1,2,perennial,native,yes
AnkW,SUFT,AnkW.SUFT.a4,a4,smoke,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.5,2,perennial,native,yes
AnkW,SUFT,AnkW.SUFT.b1,b1,herbicide,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.25,2,perennial,native,yes
AnkW,SUFT,AnkW.SUFT.b2,b2,herbicide,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.25,2,perennial,native,yes
AnkW,SUFT,AnkW.SUFT.b4,b4,plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.25,2,perennial,native,yes
AnkW,SUFT,AnkW.SUFT.d1,d1,shade.semi,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.75,2,perennial,native,yes
AnkW,SUFT,AnkW.SUFT.d2,d2,shade.semi,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,1.25,2,perennial,native,yes
AnkW,SUFT,AnkW.SUFT.d3,d3,shade.semi,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0.25,2,perennial,native,yes
AnkW,SUOC,AnkW.SUOC.a2,a2,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0.25,2,perennial,native,yes
AnkW,SUOC,AnkW.SUOC.a3,a3,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0.25,2,perennial,native,yes
AnkW,SUOC,AnkW.SUOC.a4,a4,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0.25,2,perennial,native,yes
AnkW,SUOC,AnkW.SUOC.a5,a5,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0.25,2,perennial,native,yes
ForNW,DRFC,ForNW.DRFC.a4,a4,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
ForNW,DRFC,ForNW.DRFC.b1,b1,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
ForNW,DRFC,ForNW.DRFC.b4,b4,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
ForNW,DRFT,ForNW.DRFT.a1,a1,smoke.plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
ForNW,DRFT,ForNW.DRFT.a2,a2,smoke.plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0.25,2,perennial,native,yes
